PID,Name,Pos,Age,League,GP,G,A,P,Year,Overall
8460584,Jussi Tarvainen,F,18.0,Finland,42.0,3.0,4.0,7.0,1994.0,95.0
8460584,Jussi Tarvainen,F,18.0,WJC-A,5.0,0.0,0.0,0.0,1994.0,95.0
8460584,Jussi Tarvainen,F,18.0,EJC-A,5.0,4.0,2.0,6.0,1994.0,95.0
8460585,Arto Kuki,F,18.0,Fin-U18,8.0,6.0,2.0,8.0,1994.0,96.0
8460585,Arto Kuki,F,18.0,Fin-Jr.,26.0,1.0,10.0,11.0,1994.0,96.0
8460585,Arto Kuki,F,18.0,EJC-A,5.0,2.0,0.0,2.0,1994.0,96.0
8460587,Jamie Wright,F,18.0,OHL,65.0,17.0,15.0,32.0,1994.0,98.0
8460588,Eric Nickulas,F,19.0,HS,25.0,46.0,36.0,82.0,1994.0,99.0
8460592,Zdenek Skorepa,F,18.0,CzRep,20.0,4.0,7.0,11.0,1994.0,103.0
8460594,Pavel Trnka,D,18.0,CzRep,12.0,0.0,1.0,1.0,1994.0,106.0
8460594,Pavel Trnka,D,18.0,EJC-A,5.0,0.0,1.0,1.0,1994.0,106.0
8460595,Nisse Ekman,F,18.0,Swe-Jr.,11.0,4.0,5.0,9.0,1994.0,107.0
8460595,Nisse Ekman,F,18.0,Sweden-2,18.0,7.0,2.0,9.0,1994.0,107.0
8460595,Nisse Ekman,F,18.0,EJC-A,4.0,1.0,1.0,2.0,1994.0,107.0
8460599,Chris Schmidt,D,18.0,WHL,68.0,7.0,17.0,24.0,1994.0,111.0
8460603,Brian Swanson,F,18.0,USHL,47.0,38.0,42.0,80.0,1994.0,115.0
8460605,Yanick Dube,F,20.0,QMJHL,64.0,66.0,75.0,141.0,1994.0,117.0
8460605,Yanick Dube,F,20.0,WJC-20,7.0,5.0,5.0,10.0,1994.0,117.0
8460608,Edvin Frylen,D,18.0,Sweden,32.0,1.0,0.0,1.0,1994.0,120.0
8460608,Edvin Frylen,D,18.0,WJC-A,7.0,0.0,1.0,1.0,1994.0,120.0
8460620,Bates Battaglia,F,18.0,MTJHL,44.0,15.0,33.0,48.0,1994.0,132.0
8460628,Alexander Selivanov,F,23.0,CIS,45.0,30.0,11.0,41.0,1994.0,140.0
8460629,Alexander Korolyuk,F,18.0,CIS,22.0,4.0,4.0,8.0,1994.0,141.0
8460629,Alexander Korolyuk,F,18.0,EJC-A,5.0,2.0,3.0,5.0,1994.0,141.0
8460649,Serge Aubin,F,19.0,QMJHL,63.0,42.0,32.0,74.0,1994.0,161.0
8460653,Calvin Elfring,D,18.0,BCJHL,58.0,21.0,45.0,66.0,1994.0,165.0
8460654,Colin Forbes,F,18.0,AJHL,47.0,18.0,22.0,40.0,1994.0,166.0
8460660,Roman Vopat,F,18.0,CzRep,7.0,0.0,0.0,0.0,1994.0,172.0
8460660,Roman Vopat,F,18.0,EJC-A,5.0,2.0,1.0,3.0,1994.0,172.0
8460663,Ladislav Kohn,F,19.0,WHL,2.0,0.0,0.0,0.0,1994.0,175.0
8460663,Ladislav Kohn,F,19.0,WHL,69.0,33.0,35.0,68.0,1994.0,175.0
8460688,Peter Strom,F,19.0,Sweden,29.0,0.0,0.0,0.0,1994.0,200.0
8460688,Peter Strom,F,19.0,WJC-A,7.0,2.0,3.0,5.0,1994.0,200.0
8460690,Peter Hogardh,F,18.0,Sweden,16.0,1.0,0.0,1.0,1994.0,203.0
8460690,Peter Hogardh,F,18.0,EJC-A,5.0,2.0,0.0,2.0,1994.0,203.0
8460713,Jorgen Jonsson,F,21.0,Sweden,40.0,17.0,14.0,31.0,1994.0,227.0
8460713,Jorgen Jonsson,F,21.0,Olympics,6.0,0.0,0.0,0.0,1994.0,227.0
8460713,Jorgen Jonsson,F,21.0,WC-A,7.0,3.0,2.0,5.0,1994.0,227.0
8460721,Tero Lehtera,F,22.0,Finland,48.0,19.0,27.0,46.0,1994.0,235.0
8460721,Tero Lehtera,F,22.0,Olympics,4.0,0.0,1.0,1.0,1994.0,235.0
8460722,Tommi Miettinen,F,18.0,Fin-Jr.,9.0,5.0,9.0,14.0,1994.0,236.0
8460722,Tommi Miettinen,F,18.0,Finland,47.0,5.0,7.0,12.0,1994.0,236.0
8460722,Tommi Miettinen,F,18.0,WJC-A,7.0,2.0,4.0,6.0,1994.0,236.0
8460735,Richard Zednik,F,18.0,Slovak-2,25.0,3.0,6.0,9.0,1994.0,249.0
8460735,Richard Zednik,F,18.0,EJC-C,6.0,8.0,12.0,20.0,1994.0,249.0
8460740,Jimmy Roy,F,18.0,USHL,46.0,21.0,33.0,54.0,1994.0,254.0
8460746,Radoslav Kropac,F,19.0,Slovakia,33.0,7.0,6.0,13.0,1994.0,260.0
8460746,Radoslav Kropac,F,19.0,WJC-C,4.0,5.0,6.0,11.0,1994.0,260.0
8462034,Aki Berg,D,18.0,Fin-Jr.,8.0,1.0,0.0,1.0,1995.0,3.0
8462034,Aki Berg,D,18.0,Fin-U18,6.0,2.0,8.0,10.0,1995.0,3.0
8462034,Aki Berg,D,18.0,Finland,5.0,0.0,0.0,0.0,1995.0,3.0
8462034,Aki Berg,D,18.0,EJC-A,5.0,0.0,1.0,1.0,1995.0,3.0
8462041,Radek Dvorak,F,18.0,CzRep,10.0,3.0,5.0,8.0,1995.0,10.0
8460465,Petr Sykora,F,18.0,IHL,29.0,12.0,17.0,29.0,1995.0,18.0
8460465,Petr Sykora,F,18.0,WJC-A,3.0,0.0,0.0,0.0,1995.0,18.0
8462049,Dimitri Nabokov,F,18.0,CIS,49.0,15.0,12.0,27.0,1995.0,19.0
8462051,Sean Brown,D,18.0,OHL,58.0,2.0,16.0,18.0,1995.0,21.0
8462054,Aleksey Morozov,F,18.0,CIS,48.0,15.0,12.0,27.0,1995.0,24.0
8462056,Maxim Kuznetsov,D,18.0,CIS,11.0,0.0,0.0,0.0,1995.0,26.0
8462081,Jan Hlavac,F,18.0,CzRep,38.0,7.0,6.0,13.0,1995.0,28.0
8462081,Jan Hlavac,F,18.0,WJC-A,7.0,2.0,3.0,5.0,1995.0,28.0
8462062,Donald Maclean,F,18.0,QMJHL,64.0,15.0,27.0,42.0,1995.0,33.0
8462067,Christian Dube,F,18.0,QMJHL,71.0,36.0,65.0,101.0,1995.0,39.0
8462073,Christian Laflamme,D,18.0,QMJHL,67.0,6.0,41.0,47.0,1995.0,45.0
8462077,Jochen Hecht,F,18.0,Germany,43.0,11.0,12.0,23.0,1995.0,49.0
8462077,Jochen Hecht,F,18.0,WJC-A,7.0,5.0,3.0,8.0,1995.0,49.0
8462077,Jochen Hecht,F,18.0,EJC-A,5.0,3.0,3.0,6.0,1995.0,49.0
8462078,Pavel Rosa,F,18.0,CzRep-Jr.,40.0,56.0,42.0,98.0,1995.0,50.0
8462078,Pavel Rosa,F,18.0,CzRep,2.0,0.0,0.0,0.0,1995.0,50.0
8462086,Lukas Zib,D,18.0,CzRep,13.0,2.0,0.0,2.0,1995.0,57.0
8462088,Miloslav Guren,D,18.0,CzRep,32.0,3.0,7.0,10.0,1995.0,60.0
8462088,Miloslav Guren,D,18.0,WJC-A,7.0,0.0,0.0,0.0,1995.0,60.0
8462091,Marko Makinen,F,18.0,Fin-U18,15.0,5.0,10.0,15.0,1995.0,64.0
8462091,Marko Makinen,F,18.0,Fin-Jr.,26.0,7.0,1.0,8.0,1995.0,64.0
8462091,Marko Makinen,F,18.0,Finland-2,4.0,0.0,0.0,0.0,1995.0,64.0
8462091,Marko Makinen,F,18.0,EJC-A,5.0,1.0,0.0,1.0,1995.0,64.0
8462092,Mike Martin,D,18.0,OHL,53.0,9.0,28.0,37.0,1995.0,65.0
8462093,Peter Schaefer,F,18.0,WHL,68.0,27.0,32.0,59.0,1995.0,66.0
8462093,Peter Schaefer,F,18.0,M-Cup,4.0,3.0,0.0,3.0,1995.0,66.0
8462094,Brad Isbister,F,18.0,WHL,67.0,16.0,20.0,36.0,1995.0,67.0
8462096,Sergey Gusev,D,20.0,CIS,50.0,3.0,5.0,8.0,1995.0,69.0
8462096,Sergey Gusev,D,20.0,WJC-A,7.0,1.0,3.0,4.0,1995.0,69.0
8462097,Sergei Vyshedkevich,D,20.0,CIS,49.0,6.0,7.0,13.0,1995.0,70.0
8462103,John Tripp,F,18.0,OHL,58.0,6.0,11.0,17.0,1995.0,77.0
8462107,Tomi Kallio,F,18.0,Fin-U18,1.0,2.0,0.0,2.0,1995.0,81.0
8462107,Tomi Kallio,F,18.0,Fin-Jr.,14.0,5.0,12.0,17.0,1995.0,81.0
8462107,Tomi Kallio,F,18.0,Finland-2,25.0,8.0,5.0,13.0,1995.0,81.0
8462107,Tomi Kallio,F,18.0,EJC-A,5.0,4.0,2.0,6.0,1995.0,81.0
8462111,Justin Kurtz,D,18.0,WHL,65.0,8.0,34.0,42.0,1995.0,84.0
8462112,Ian Macneil,F,18.0,OHL,60.0,7.0,21.0,28.0,1995.0,85.0
8462114,Sami Kapanen,F,22.0,Finland,49.0,14.0,28.0,42.0,1995.0,87.0
8462114,Sami Kapanen,F,22.0,WC-A,8.0,2.0,2.0,4.0,1995.0,87.0
8462115,Daniel Tjarnqvist,D,18.0,Sweden,18.0,0.0,1.0,1.0,1995.0,88.0
8462115,Daniel Tjarnqvist,D,18.0,Sweden-Q,15.0,2.0,3.0,5.0,1995.0,88.0
8462115,Daniel Tjarnqvist,D,18.0,WJC-A,7.0,0.0,0.0,0.0,1995.0,88.0
8462116,Kevin Bolibruck,D,18.0,OHL,66.0,2.0,16.0,18.0,1995.0,89.0
8462121,Matt Davidson,F,18.0,WHL,72.0,17.0,20.0,37.0,1995.0,94.0
8462126,Cameron Mann,F,18.0,OHL,64.0,19.0,24.0,43.0,1995.0,99.0
8462127,Radovan Somik,F,18.0,Slovakia,25.0,3.0,0.0,3.0,1995.0,100.0
8462127,Radovan Somik,F,18.0,WJC-B,7.0,3.0,0.0,3.0,1995.0,100.0
8462129,Michal Handzus,F,18.0,Slovak-2,22.0,15.0,14.0,29.0,1995.0,101.0
8462129,Michal Handzus,F,18.0,EJC-B,5.0,5.0,3.0,8.0,1995.0,101.0
8462130,Oleg Belov,F,22.0,CIS,46.0,21.0,18.0,39.0,1995.0,102.0
8462135,Benoit Gratton,F,18.0,QMJHL,71.0,30.0,58.0,88.0,1995.0,105.0
8462136,Vladimir Orszagh,F,18.0,Slovak-2,38.0,18.0,12.0,30.0,1995.0,106.0
8462136,Vladimir Orszagh,F,18.0,WJC-B,7.0,1.0,2.0,3.0,1995.0,106.0
8462139,Jan Snopek,D,19.0,OHL,64.0,14.0,30.0,44.0,1995.0,109.0
8462142,Niklas Anger,F,18.0,Swe-Jr.,30.0,14.0,12.0,26.0,1995.0,112.0
8462142,Niklas Anger,F,18.0,Sweden,1.0,0.0,0.0,0.0,1995.0,112.0
8462142,Niklas Anger,F,18.0,EJC-A,5.0,4.0,4.0,8.0,1995.0,112.0
8462149,Jason Morgan,F,18.0,OHL,35.0,3.0,15.0,18.0,1995.0,118.0
8462149,Jason Morgan,F,18.0,OHL,20.0,0.0,3.0,3.0,1995.0,118.0
8462159,Jan Hrdina,F,19.0,WHL,69.0,41.0,59.0,100.0,1995.0,128.0
8462159,Jan Hrdina,F,19.0,WJC-A,7.0,2.0,1.0,3.0,1995.0,128.0
8462162,Michal Bros,F,19.0,CzRep-Jr.,34.0,29.0,32.0,61.0,1995.0,130.0
8462164,David Hruska,F,18.0,CzRep-2,5.0,2.0,4.0,6.0,1995.0,131.0
8462169,Igor Melyakov,F,18.0,CIS,50.0,6.0,8.0,14.0,1995.0,137.0
8462169,Igor Melyakov,F,18.0,WJC-A,7.0,6.0,1.0,7.0,1995.0,137.0
8462174,Jaroslav Kudrna,F,19.0,BCHL,58.0,60.0,55.0,115.0,1995.0,142.0
8462176,Brent Sopel,D,18.0,WHL,22.0,1.0,10.0,11.0,1995.0,144.0
8462176,Brent Sopel,D,18.0,WHL,41.0,4.0,19.0,23.0,1995.0,144.0
8462177,Yannick Tremblay,D,19.0,QMJHL,70.0,10.0,32.0,42.0,1995.0,145.0
8462181,Marty Wilford,D,18.0,OHL,63.0,1.0,6.0,7.0,1995.0,149.0
8462182,Clarke Wilm,F,18.0,WHL,71.0,20.0,39.0,59.0,1995.0,150.0
8462183,Yevgeny Shaldybin,D,20.0,CIS,42.0,2.0,5.0,7.0,1995.0,151.0
8462184,Martin Spanhel,F,18.0,CzRep-Jr.,33.0,25.0,16.0,41.0,1995.0,152.0
8462184,Martin Spanhel,F,18.0,CzRep,1.0,0.0,0.0,0.0,1995.0,152.0
8462186,Alexei Kolkunov,F,18.0,CIS-2,44.0,9.0,16.0,25.0,1995.0,154.0
8462186,Alexei Kolkunov,F,18.0,CIS,7.0,0.0,0.0,0.0,1995.0,154.0
8462194,Paul Traynor,D,18.0,OHL,50.0,3.0,8.0,11.0,1995.0,162.0
8462196,Stephane Robidas,D,18.0,QMJHL,71.0,13.0,56.0,69.0,1995.0,164.0
8462197,Byron Ritchie,F,18.0,WHL,58.0,22.0,28.0,50.0,1995.0,165.0
8462199,Brad Mehalko,F,18.0,WHL,52.0,11.0,15.0,26.0,1995.0,167.0
8462203,Marek Melenovsky,F,18.0,CzRep-Jr.,28.0,23.0,11.0,34.0,1995.0,171.0
8462203,Marek Melenovsky,F,18.0,CzRep,3.0,0.0,0.0,0.0,1995.0,171.0
8462206,Richard Rochefort,F,18.0,OHL,57.0,21.0,44.0,65.0,1995.0,174.0
8462209,P.j. Axelsson,F,20.0,Swe-Jr.,19.0,16.0,9.0,25.0,1995.0,177.0
8462209,P.j. Axelsson,F,20.0,Sweden,11.0,2.0,1.0,3.0,1995.0,177.0
8462209,P.j. Axelsson,F,20.0,WJC-A,7.0,2.0,3.0,5.0,1995.0,177.0
8462211,Jean-Luc Grand-Pierre,D,18.0,QMJHL,59.0,10.0,13.0,23.0,1995.0,179.0
8462221,Fredrik Loven,D,18.0,Swe-Jr.,29.0,6.0,10.0,16.0,1995.0,189.0
8462221,Fredrik Loven,D,18.0,EJC-A,5.0,1.0,0.0,1.0,1995.0,189.0
8462225,Filip Kuba,D,18.0,CzRep-Jr.,35.0,10.0,15.0,25.0,1995.0,192.0
8462227,Ryan Kraft,F,19.0,NCAA,44.0,13.0,33.0,46.0,1995.0,194.0
8462228,Ilya Gorokhov,D,18.0,CIS,1.0,0.0,0.0,0.0,1995.0,195.0
8462228,Ilya Gorokhov,D,18.0,CIS-2,53.0,4.0,0.0,4.0,1995.0,195.0
8462230,Mark Murphy,F,19.0,OHA-B,47.0,52.0,56.0,108.0,1995.0,197.0
8462233,Vasili Turkovsky,D,21.0,CIS,46.0,1.0,2.0,3.0,1995.0,199.0
8462236,Sergei Luchinkin,F,18.0,CIS,6.0,1.0,0.0,1.0,1995.0,202.0
8462272,Sergei Zhukov,D,19.0,CIS,27.0,1.0,0.0,1.0,1995.0,203.0
8462258,Danny Markov,D,19.0,CIS,39.0,0.0,1.0,1.0,1995.0,223.0
8462269,David Engblom,F,18.0,Sweden-2,32.0,1.0,4.0,5.0,1995.0,234.0
8465250,Andrei Zyuzin,D,18.0,CIS,41.0,6.0,3.0,9.0,1996.0,2.0
8465250,Andrei Zyuzin,D,18.0,WJC-A,7.0,1.0,4.0,5.0,1996.0,2.0
8465250,Andrei Zyuzin,D,18.0,EJC-A,5.0,5.0,2.0,7.0,1996.0,2.0
8464957,J-P Dumont,F,18.0,QMJHL,66.0,48.0,57.0,105.0,1996.0,3.0
8464959,Ric Jackman,D,18.0,OHL,66.0,13.0,29.0,42.0,1996.0,5.0
8464960,Boyd Devereaux,F,18.0,OHL,66.0,20.0,38.0,58.0,1996.0,6.0
8464968,Erik Rasmussen,F,19.0,NCAA,40.0,16.0,32.0,48.0,1996.0,7.0
8464968,Erik Rasmussen,F,19.0,WJC-A,6.0,0.0,1.0,1.0,1996.0,7.0
8464963,Lance Ward,D,18.0,WHL,72.0,4.0,13.0,17.0,1996.0,10.0
8464965,Josh Holden,F,18.0,WHL,70.0,57.0,55.0,112.0,1996.0,12.0
8464971,Matt Higgins,F,18.0,WHL,67.0,30.0,33.0,63.0,1996.0,18.0
8464978,Marcus Nilson,F,18.0,Sweden,12.0,0.0,0.0,0.0,1996.0,20.0
8464978,Marcus Nilson,F,18.0,Sweden-2,25.0,19.0,17.0,36.0,1996.0,20.0
8464978,Marcus Nilson,F,18.0,EJC-18,5.0,3.0,5.0,8.0,1996.0,20.0
8464978,Marcus Nilson,F,18.0,WJC-20,7.0,3.0,5.0,8.0,1996.0,20.0
8464979,Marco Sturm,F,18.0,Germany,47.0,12.0,20.0,32.0,1996.0,21.0
8464979,Marco Sturm,F,18.0,WJC-A,6.0,4.0,6.0,10.0,1996.0,21.0
8464979,Marco Sturm,F,18.0,EJC-A,5.0,5.0,6.0,11.0,1996.0,21.0
8464980,Peter Ratchuk,D,19.0,HS,35.0,22.0,28.0,50.0,1996.0,25.0
8464982,Pavel Skrbek,D,18.0,CzRep-Jr.,29.0,10.0,12.0,22.0,1996.0,28.0
8464982,Pavel Skrbek,D,18.0,CzRep,13.0,0.0,1.0,1.0,1996.0,28.0
8464983,Dan Lacouture,F,19.0,NEJHL,29.0,24.0,35.0,59.0,1996.0,29.0
8464984,Josh Green,F,18.0,WHL,46.0,18.0,25.0,43.0,1996.0,30.0
8464986,Chris Hajt,D,18.0,OHL,63.0,8.0,27.0,35.0,1996.0,32.0
8464990,Marek Posmyk,D,18.0,CzRep-Jr.,16.0,6.0,5.0,11.0,1996.0,36.0
8464990,Marek Posmyk,D,18.0,WJC-A,5.0,1.0,0.0,1.0,1996.0,36.0
8464990,Marek Posmyk,D,18.0,CzRep,18.0,1.0,2.0,3.0,1996.0,36.0
8464990,Marek Posmyk,D,18.0,EJC-A,5.0,2.0,1.0,3.0,1996.0,36.0
8464993,Travis Brigley,F,19.0,WHL,69.0,34.0,43.0,77.0,1996.0,39.0
8464998,Jan Bulis,F,18.0,OHL,59.0,29.0,30.0,59.0,1996.0,43.0
8465003,Pierre Dagenais,F,18.0,QMJHL,67.0,43.0,25.0,68.0,1996.0,47.0
8465002,Yuri Babenko,F,18.0,CIS,21.0,0.0,0.0,0.0,1996.0,51.0
8465007,Francois Methot,F,18.0,QMJHL,68.0,32.0,62.0,94.0,1996.0,54.0
8465011,Sergei Zimakov,D,18.0,CIS,49.0,2.0,7.0,9.0,1996.0,58.0
8465011,Sergei Zimakov,D,18.0,WJC-A,7.0,0.0,1.0,1.0,1996.0,58.0
8465015,Per-Anton Lundstrom,D,18.0,Swe-Jr.,20.0,3.0,4.0,7.0,1996.0,62.0
8465015,Per-Anton Lundstrom,D,18.0,Sweden,19.0,1.0,1.0,2.0,1996.0,62.0
8465015,Per-Anton Lundstrom,D,18.0,WJC-A,7.0,0.0,3.0,3.0,1996.0,62.0
8465018,Oleg Kvasha,F,18.0,CIS,38.0,2.0,3.0,5.0,1996.0,65.0
8465018,Oleg Kvasha,F,18.0,EJC-A,5.0,4.0,2.0,6.0,1996.0,65.0
8465024,Jon Sim,F,18.0,OHL,63.0,56.0,46.0,102.0,1996.0,70.0
8465028,Boyd Kane,F,18.0,WHL,72.0,21.0,42.0,63.0,1996.0,72.0
8465030,Dmitri Vlasenkov,F,18.0,CIS,17.0,1.0,1.0,2.0,1996.0,73.0
8465033,Dmitri Subbotin,F,18.0,CIS,41.0,6.0,5.0,11.0,1996.0,76.0
8465027,Shawn Mcneil,F,18.0,WHL,67.0,15.0,30.0,45.0,1996.0,78.0
8465034,Antti Jussi Niemi,D,18.0,Fin-Jr.,34.0,11.0,18.0,29.0,1996.0,81.0
8465034,Antti Jussi Niemi,D,18.0,Finland-2,4.0,0.0,2.0,2.0,1996.0,81.0
8465034,Antti Jussi Niemi,D,18.0,Finland,6.0,0.0,2.0,2.0,1996.0,81.0
8465034,Antti Jussi Niemi,D,18.0,WJC-A,6.0,3.0,1.0,4.0,1996.0,81.0
8465037,Mikael Simons,F,18.0,Swe-Jr.,10.0,4.0,4.0,8.0,1996.0,84.0
8465037,Mikael Simons,F,18.0,Sweden-2,33.0,6.0,3.0,9.0,1996.0,84.0
8465037,Mikael Simons,F,18.0,EJC-A,5.0,0.0,2.0,2.0,1996.0,84.0
8465041,Craig Macdonald,F,19.0,NCAA,34.0,7.0,10.0,17.0,1996.0,88.0
8465044,Josef Boumedienne,D,18.0,Swe-Jr.,25.0,2.0,4.0,6.0,1996.0,91.0
8465044,Josef Boumedienne,D,18.0,Sweden-2,7.0,0.0,0.0,0.0,1996.0,91.0
8465045,Kim Staal,F,18.0,Swe-Jr.,30.0,24.0,20.0,44.0,1996.0,92.0
8465045,Kim Staal,F,18.0,WJC-C,4.0,6.0,6.0,12.0,1996.0,92.0
8465050,Eric Belanger,F,18.0,QMJHL,59.0,35.0,48.0,83.0,1996.0,96.0
8465057,Josh Macnevin,D,19.0,BCJHL,51.0,13.0,45.0,58.0,1996.0,101.0
8465251,Vladimir Antipov,F,18.0,CIS,39.0,14.0,11.0,25.0,1996.0,103.0
8465251,Vladimir Antipov,F,18.0,EJC-A,5.0,5.0,2.0,7.0,1996.0,103.0
8465065,Brandon Sugden,F,18.0,OHL,55.0,2.0,7.0,9.0,1996.0,111.0
8465071,Alexei Tezikov,D,18.0,CIS,14.0,0.0,0.0,0.0,1996.0,115.0
8465252,Richard Lintner,D,18.0,Slovak-Jr.,30.0,15.0,17.0,32.0,1996.0,119.0
8465252,Richard Lintner,D,18.0,Slovakia,2.0,0.0,0.0,0.0,1996.0,119.0
8465252,Richard Lintner,D,18.0,WJC-A,6.0,0.0,1.0,1.0,1996.0,119.0
8465080,Josef Straka,F,18.0,CzRep,33.0,5.0,6.0,11.0,1996.0,122.0
8465080,Josef Straka,F,18.0,WJC-A,6.0,1.0,1.0,2.0,1996.0,122.0
8465088,Petr Sachl,F,18.0,CzRep-Jr.,39.0,19.0,17.0,36.0,1996.0,128.0
8465111,Magnus Nilsson,F,18.0,Sweden-2,28.0,3.0,3.0,6.0,1996.0,144.0
8465111,Magnus Nilsson,F,18.0,EJC-A,28.0,3.0,3.0,6.0,1996.0,144.0
8465113,Brian Willsie,F,18.0,OHL,65.0,13.0,21.0,34.0,1996.0,146.0
8465175,Dan Hinote,F,19.0,NCAA,34.0,21.0,24.0,45.0,1996.0,167.0
8465179,Daniel Corso,F,18.0,QMJHL,65.0,49.0,65.0,114.0,1996.0,169.0
8465188,Daryl Andrews,D,19.0,SJHL,55.0,2.0,12.0,14.0,1996.0,173.0
8465189,Trevor Letowski,F,19.0,OHL,66.0,36.0,63.0,99.0,1996.0,174.0
8465192,Samuel Pahlsson,F,18.0,Swe-Jr.,30.0,10.0,11.0,21.0,1996.0,176.0
8465192,Samuel Pahlsson,F,18.0,Sweden,36.0,1.0,3.0,4.0,1996.0,176.0
8465192,Samuel Pahlsson,F,18.0,WJC-A,7.0,0.0,0.0,0.0,1996.0,176.0
8465210,Pavel Kubina,D,19.0,CzRep-Jr.,16.0,5.0,10.0,15.0,1996.0,179.0
8465210,Pavel Kubina,D,19.0,WJC-A,6.0,0.0,2.0,2.0,1996.0,179.0
8465210,Pavel Kubina,D,19.0,CzRep,33.0,3.0,4.0,7.0,1996.0,179.0
8465212,Timo Vertala,F,18.0,Fin-Jr.,35.0,15.0,10.0,25.0,1996.0,181.0
8465212,Timo Vertala,F,18.0,Fin-U18,7.0,8.0,5.0,13.0,1996.0,181.0
8465212,Timo Vertala,F,18.0,Finland,3.0,0.0,1.0,1.0,1996.0,181.0
8465212,Timo Vertala,F,18.0,EJC-A,5.0,3.0,1.0,4.0,1996.0,181.0
8465220,Eric Meloche,F,20.0,CJHL,64.0,68.0,53.0,121.0,1996.0,186.0
8465224,Roman Malov,F,18.0,Russia,15.0,3.0,3.0,6.0,1996.0,187.0
8465224,Roman Malov,F,18.0,Russia-2,20.0,10.0,4.0,14.0,1996.0,187.0
8465227,Colin Beardsmore,F,18.0,OHL,65.0,12.0,12.0,24.0,1996.0,189.0
8465165,Evgeny Korolev,D,18.0,OHL,60.0,2.0,12.0,14.0,1996.0,192.0
8465168,Joel Kwiatkowski,D,19.0,WHL,40.0,6.0,17.0,23.0,1996.0,194.0
8465168,Joel Kwiatkowski,D,19.0,WHL,32.0,6.0,11.0,17.0,1996.0,194.0
8465170,Fernando Pisani,F,19.0,AJHL,58.0,40.0,63.0,103.0,1996.0,195.0
8465178,Andrei Podkonicky,F,18.0,Slovak-2,38.0,18.0,12.0,30.0,1996.0,196.0
8465181,Kevin Marsh,F,18.0,WHL,58.0,24.0,27.0,51.0,1996.0,197.0
8465200,Tomas Kaberle,D,18.0,CzRep-Jr.,23.0,6.0,13.0,19.0,1996.0,204.0
8465200,Tomas Kaberle,D,18.0,CzRep,23.0,0.0,1.0,1.0,1996.0,204.0
8465200,Tomas Kaberle,D,18.0,EJC-A,5.0,2.0,2.0,4.0,1996.0,204.0
8465203,Oleg Orekhovsky,D,18.0,CIS,22.0,1.0,2.0,3.0,1996.0,206.0
8465205,Mattia Baldi,F,19.0,Swiss,23.0,1.0,0.0,1.0,1996.0,207.0
8465222,Erich Goldmann,D,20.0,Germany,47.0,0.0,3.0,3.0,1996.0,212.0
8465222,Erich Goldmann,D,20.0,WJC-A,6.0,0.0,1.0,1.0,1996.0,212.0
8465222,Erich Goldmann,D,20.0,WC-A,6.0,3.0,4.0,7.0,1996.0,212.0
8465171,Pasi Petrilainen,D,18.0,Fin-Jr.,5.0,0.0,2.0,2.0,1996.0,225.0
8465171,Pasi Petrilainen,D,18.0,WJC-A,6.0,1.0,0.0,1.0,1996.0,225.0
8465171,Pasi Petrilainen,D,18.0,Finland,40.0,0.0,4.0,4.0,1996.0,225.0
8465171,Pasi Petrilainen,D,18.0,Fin-U18,1.0,2.0,0.0,2.0,1996.0,225.0
8465176,Lubomir Vaic,F,19.0,Slovakia,36.0,7.0,19.0,26.0,1996.0,227.0
8465176,Lubomir Vaic,F,19.0,WJC-A,6.0,2.0,4.0,6.0,1996.0,227.0
8465180,Ronald Petrovicky,F,19.0,WHL,39.0,19.0,21.0,40.0,1996.0,228.0
8465197,Anders Soderberg,F,20.0,Sweden,40.0,10.0,18.0,28.0,1996.0,234.0
8465236,Ronnie Sundin,D,25.0,Sweden,40.0,3.0,6.0,9.0,1996.0,237.0
8465236,Ronnie Sundin,D,25.0,WC-A,1.0,0.0,0.0,0.0,1996.0,237.0
8466138,Joe Thornton,F,18.0,OHL,59.0,41.0,81.0,122.0,1997.0,1.0
8466138,Joe Thornton,F,18.0,WJC-A,7.0,2.0,2.0,4.0,1997.0,1.0
8466143,Daniel Tkaczuk,F,18.0,OHL,62.0,45.0,48.0,93.0,1997.0,6.0
8466150,Michel Riesen,F,18.0,Swiss-2,38.0,16.0,16.0,32.0,1997.0,14.0
8466150,Michel Riesen,F,18.0,EJC-A,6.0,6.0,1.0,7.0,1997.0,14.0
8466150,Michel Riesen,F,18.0,WJC-A,6.0,4.0,1.0,5.0,1997.0,14.0
8462843,Robert Dome,F,18.0,IHL,13.0,4.0,6.0,10.0,1997.0,17.0
8462843,Robert Dome,F,18.0,IHL,43.0,10.0,7.0,17.0,1997.0,17.0
8466153,Michael Holmqvist,F,18.0,Swe-Jr.,39.0,29.0,35.0,64.0,1997.0,18.0
8466153,Michael Holmqvist,F,18.0,Sweden,9.0,0.0,0.0,0.0,1997.0,18.0
8466153,Michael Holmqvist,F,18.0,EJC-A,6.0,1.0,3.0,4.0,1997.0,18.0
8466162,Ben Clymer,D,19.0,NCAA,29.0,7.0,13.0,20.0,1997.0,27.0
8466162,Ben Clymer,D,19.0,WJC-A,6.0,0.0,2.0,2.0,1997.0,27.0
8466164,Scott Barney,F,18.0,OHL,64.0,21.0,33.0,54.0,1997.0,29.0
