PID,Name,Pos,Age,League,GP,G,A,P,Year,Overall
8470257,Alexander Steen,F,18.0,Sweden,26.0,0.0,3.0,3.0,2002.0,24.0
8470257,Alexander Steen,F,18.0,WJ18-A,8.0,2.0,6.0,8.0,2002.0,24.0
8470168,Martin Vagner,D,18.0,QMJHL,64.0,6.0,28.0,34.0,2002.0,26.0
8470289,Jim Slater,F,19.0,CCHA,37.0,11.0,21.0,32.0,2002.0,30.0
8470289,Jim Slater,F,19.0,WJC-A,7.0,1.0,4.0,5.0,2002.0,30.0
8470096,Janos Vas,F,18.0,Swe-Jr.,36.0,15.0,19.0,34.0,2002.0,32.0
8470096,Janos Vas,F,18.0,WJC-C,4.0,4.0,1.0,5.0,2002.0,32.0
8470096,Janos Vas,F,18.0,WC-B,5.0,1.0,0.0,1.0,2002.0,32.0
8470252,Lee Falardeau,F,19.0,CCHA,34.0,4.0,10.0,14.0,2002.0,33.0
8470188,Ondrej Nemec,D,18.0,CzRep-Jr.,8.0,4.0,7.0,11.0,2002.0,35.0
8470188,Ondrej Nemec,D,18.0,CzRep-2,9.0,1.0,0.0,1.0,2002.0,35.0
8470188,Ondrej Nemec,D,18.0,CzRep,44.0,5.0,3.0,8.0,2002.0,35.0
8470188,Ondrej Nemec,D,18.0,WJC-A,8.0,1.0,6.0,7.0,2002.0,35.0
8470283,Tim Brent,F,18.0,OHL,61.0,19.0,40.0,59.0,2002.0,37.0
8470313,Brian Mcconnell,F,19.0,NCAA,38.0,11.0,15.0,26.0,2002.0,39.0
8470305,Rob Globke,F,19.0,CCHA,33.0,11.0,11.0,22.0,2002.0,40.0
8470305,Rob Globke,F,19.0,WJC-A,7.0,2.0,1.0,3.0,2002.0,40.0
8470152,Joakim Lindstrom,F,18.0,Swe-Jr.,10.0,9.0,6.0,15.0,2002.0,41.0
8470152,Joakim Lindstrom,F,18.0,Sweden-2,3.0,0.0,0.0,0.0,2002.0,41.0
8470152,Joakim Lindstrom,F,18.0,Sweden,42.0,4.0,3.0,7.0,2002.0,41.0
8470206,Marius Holtet,F,18.0,Swe-Jr.,37.0,12.0,7.0,19.0,2002.0,42.0
8470206,Marius Holtet,F,18.0,WJ18-A,8.0,5.0,3.0,8.0,2002.0,42.0
8470206,Marius Holtet,F,18.0,WJC-B,5.0,0.0,1.0,1.0,2002.0,42.0
8470127,Tomas Linhart,D,18.0,CzRep-Jr.,38.0,2.0,4.0,6.0,2002.0,45.0
8470127,Tomas Linhart,D,18.0,CzRep-2,1.0,0.0,0.0,0.0,2002.0,45.0
8470267,Alexei Kaigorodov,F,19.0,Russia,46.0,4.0,12.0,16.0,2002.0,47.0
8470117,Kiril Koltsov,D,19.0,Russia,41.0,1.0,5.0,6.0,2002.0,49.0
8470057,Sergei Anshakov,F,18.0,Russia-3,3.0,3.0,1.0,4.0,2002.0,50.0
8470057,Sergei Anshakov,F,18.0,Russia-2,46.0,20.0,12.0,32.0,2002.0,50.0
8470057,Sergei Anshakov,F,18.0,WJ18-A,8.0,2.0,2.0,4.0,2002.0,50.0
8470314,Dan Spang,D,19.0,HS,6.0,9.0,8.0,17.0,2002.0,52.0
8470199,Barry Tallackson,F,19.0,NCAA,44.0,13.0,10.0,23.0,2002.0,53.0
8470281,Duncan Keith,D,19.0,CCHA,41.0,3.0,12.0,15.0,2002.0,54.0
8470231,Denis Grot,D,18.0,Russia-3,14.0,1.0,0.0,1.0,2002.0,55.0
8470231,Denis Grot,D,18.0,Russia-3,3.0,0.0,1.0,1.0,2002.0,55.0
8470231,Denis Grot,D,18.0,Russia-2,33.0,1.0,1.0,2.0,2002.0,55.0
8470231,Denis Grot,D,18.0,WJ18-A,8.0,0.0,2.0,2.0,2002.0,55.0
8470220,Vladislav Evseev,F,18.0,Russia-3,8.0,2.0,1.0,3.0,2002.0,56.0
8470220,Vladislav Evseev,F,18.0,Russia-2,15.0,2.0,5.0,7.0,2002.0,56.0
8470220,Vladislav Evseev,F,18.0,5-Nations,5.0,1.0,3.0,4.0,2002.0,56.0
8470162,Matt Stajan,F,18.0,OHL,68.0,33.0,52.0,85.0,2002.0,57.0
8470201,Jiri Hudler,F,18.0,CzRep,46.0,15.0,31.0,46.0,2002.0,58.0
8470201,Jiri Hudler,F,18.0,WJC-A,7.0,1.0,2.0,3.0,2002.0,58.0
8470201,Jiri Hudler,F,18.0,CzRep-2,13.0,9.0,7.0,16.0,2002.0,58.0
8470201,Jiri Hudler,F,18.0,CzRep-3,1.0,0.0,2.0,2.0,2002.0,58.0
8470201,Jiri Hudler,F,18.0,WJ18-A,8.0,7.0,7.0,14.0,2002.0,58.0
8470256,Adam Henrich,F,18.0,OHL,66.0,33.0,30.0,63.0,2002.0,60.0
8470256,Adam Henrich,F,18.0,U-17,6.0,0.0,2.0,2.0,2002.0,60.0
8470256,Adam Henrich,F,18.0,WJ18-A,8.0,0.0,3.0,3.0,2002.0,60.0
8470187,Johnny Boychuk,D,18.0,WHL,70.0,8.0,32.0,40.0,2002.0,61.0
8470187,Johnny Boychuk,D,18.0,WJ18-A,5.0,1.0,0.0,1.0,2002.0,61.0
8470068,Andrei Mikhnov,F,18.0,OHL,67.0,14.0,18.0,32.0,2002.0,62.0
8470170,Ole-Kristian Tollefsen,D,18.0,Norway,37.0,1.0,5.0,6.0,2002.0,65.0
8470170,Ole-Kristian Tollefsen,D,18.0,WJC-B,5.0,1.0,3.0,4.0,2002.0,65.0
8470170,Ole-Kristian Tollefsen,D,18.0,WJ18-A,8.0,1.0,1.0,2.0,2002.0,65.0
8470055,Petr Kanko,F,18.0,OHL,61.0,28.0,32.0,60.0,2002.0,66.0
8470169,Gregory Campbell,F,18.0,OHL,65.0,17.0,36.0,53.0,2002.0,67.0
8470119,Brett Skinner,D,19.0,USHL,44.0,9.0,38.0,47.0,2002.0,68.0
8470299,Erik Christensen,F,18.0,WHL,70.0,22.0,36.0,58.0,2002.0,69.0
8470311,Brian Lee,D,18.0,OHL,66.0,5.0,14.0,19.0,2002.0,71.0
8470179,Arttu Luttinen,F,19.0,Fin-Jr.,24.0,16.0,17.0,33.0,2002.0,75.0
8470138,Michael Tessier,F,18.0,QMJHL,66.0,22.0,48.0,70.0,2002.0,76.0
8470193,Patrick Wellar,D,18.0,WHL,61.0,3.0,10.0,13.0,2002.0,77.0
8470164,Geoff Waugh,D,19.0,SJHL,59.0,4.0,21.0,25.0,2002.0,78.0
8470118,Brock Radunske,F,19.0,CCHA,41.0,4.0,9.0,13.0,2002.0,79.0
8470088,Matt Jones,D,19.0,NCAA,37.0,2.0,5.0,7.0,2002.0,80.0
8470315,Marcus Jonasen,F,18.0,Swe-Jr.,3.0,0.0,0.0,0.0,2002.0,81.0
8470315,Marcus Jonasen,F,18.0,CBHL,3.0,2.0,1.0,3.0,2002.0,81.0
8470315,Marcus Jonasen,F,18.0,Britain-2,13.0,3.0,5.0,8.0,2002.0,81.0
8470315,Marcus Jonasen,F,18.0,Sweden-3,16.0,2.0,1.0,3.0,2002.0,81.0
8470157,John Adams,D,19.0,NCAA,25.0,0.0,5.0,5.0,2002.0,82.0
8470122,Marek Chvatal,D,18.0,CzRep-Jr.,40.0,10.0,13.0,23.0,2002.0,84.0
8470122,Marek Chvatal,D,18.0,CzRep,3.0,0.0,0.0,0.0,2002.0,84.0
8470122,Marek Chvatal,D,18.0,WJ18-A,8.0,0.0,1.0,1.0,2002.0,84.0
8470122,Marek Chvatal,D,18.0,Nat-Tm,22.0,1.0,4.0,5.0,2002.0,84.0
8470089,Jonas Fiedler,F,18.0,OHL,68.0,8.0,12.0,20.0,2002.0,86.0
8470144,Frans Nielsen,F,18.0,Sweden,20.0,0.0,1.0,1.0,2002.0,87.0
8470144,Frans Nielsen,F,18.0,Swe-Jr.,29.0,15.0,27.0,42.0,2002.0,87.0
8470144,Frans Nielsen,F,18.0,WC-B,5.0,1.0,1.0,2.0,2002.0,87.0
8470144,Frans Nielsen,F,18.0,WJ18-B,3.0,1.0,2.0,3.0,2002.0,87.0
8470056,Tomas Troliga,F,18.0,Slovak-2,11.0,2.0,5.0,7.0,2002.0,89.0
8470056,Tomas Troliga,F,18.0,WJ18-A,8.0,1.0,2.0,3.0,2002.0,89.0
8470204,Alexander Kozhevnikov,F,18.0,Russia-3,32.0,12.0,15.0,27.0,2002.0,93.0
8470047,Valtteri Filppula,F,18.0,Fin-U18,1.0,0.0,1.0,1.0,2002.0,95.0
8470047,Valtteri Filppula,F,18.0,Fin-Jr.,40.0,8.0,15.0,23.0,2002.0,95.0
8470047,Valtteri Filppula,F,18.0,WJ18-A,8.0,4.0,6.0,10.0,2002.0,95.0
8470116,Jeff Genovy,F,19.0,USHL,52.0,23.0,23.0,46.0,2002.0,96.0
8470233,Lance Monych,F,18.0,WHL,71.0,18.0,30.0,48.0,2002.0,97.0
8470233,Lance Monych,F,18.0,6-Nations,5.0,1.0,0.0,1.0,2002.0,97.0
8470069,Ivan Tkachenko,F,22.0,Russia-3,1.0,0.0,1.0,1.0,2002.0,98.0
8470069,Ivan Tkachenko,F,22.0,Russia,44.0,13.0,20.0,33.0,2002.0,98.0
8470069,Ivan Tkachenko,F,22.0,WC-A,9.0,3.0,2.0,5.0,2002.0,98.0
8470067,Dimitri Kazionov,F,18.0,Russia-2,2.0,0.0,1.0,1.0,2002.0,100.0
8470067,Dimitri Kazionov,F,18.0,Russia-3,10.0,1.0,0.0,1.0,2002.0,100.0
8470067,Dimitri Kazionov,F,18.0,WJ18-A,1.0,0.0,0.0,0.0,2002.0,100.0
8470067,Dimitri Kazionov,F,18.0,Russia,3.0,0.0,0.0,0.0,2002.0,100.0
8470067,Dimitri Kazionov,F,18.0,5-Nations,5.0,0.0,2.0,2.0,2002.0,100.0
8470067,Dimitri Kazionov,F,18.0,Russia-3,16.0,10.0,9.0,19.0,2002.0,100.0
8470071,Daniel Fernholm,D,18.0,Swe-Jr.,8.0,6.0,13.0,19.0,2002.0,101.0
8469755,Brandon Segal,F,19.0,WHL,71.0,43.0,40.0,83.0,2002.0,102.0
8470227,Joonas Vihko,F,21.0,Finland,48.0,13.0,11.0,24.0,2002.0,103.0
8470310,Aaron Rome,D,18.0,WHL,33.0,4.0,13.0,17.0,2002.0,104.0
8470310,Aaron Rome,D,18.0,WHL,37.0,3.0,11.0,14.0,2002.0,104.0
8470250,Rosario Ruggeri,D,18.0,QMJHL,60.0,2.0,15.0,17.0,2002.0,105.0
8470250,Rosario Ruggeri,D,18.0,WJ18-A,8.0,1.0,0.0,1.0,2002.0,105.0
8470095,Mikko Kalteva,D,18.0,Fin-Jr.,29.0,5.0,3.0,8.0,2002.0,107.0
8470095,Mikko Kalteva,D,18.0,WJ18-A,7.0,0.0,0.0,0.0,2002.0,107.0
8470238,Jakub Hulva,F,18.0,CzRep-Jr.,45.0,25.0,24.0,49.0,2002.0,108.0
8470238,Jakub Hulva,F,18.0,CzRep-2,4.0,0.0,0.0,0.0,2002.0,108.0
8470238,Jakub Hulva,F,18.0,Nat-Tm,12.0,1.0,3.0,4.0,2002.0,108.0
8470238,Jakub Hulva,F,18.0,CzRep,1.0,0.0,0.0,0.0,2002.0,108.0
8470219,Jevon Desautels,F,18.0,WHL,60.0,6.0,11.0,17.0,2002.0,109.0
8470148,Jarkko A. Immonen,F,18.0,Fin-U18,1.0,0.0,1.0,1.0,2002.0,110.0
8470148,Jarkko A. Immonen,F,18.0,Fin-Jr.,34.0,14.0,12.0,26.0,2002.0,110.0
8470148,Jarkko A. Immonen,F,18.0,WJ18-A,8.0,2.0,4.0,6.0,2002.0,110.0
8470132,Jonas Almtorp,F,18.0,Sweden,3.0,0.0,0.0,0.0,2002.0,111.0
8470132,Jonas Almtorp,F,18.0,Swe-Jr.,37.0,26.0,18.0,44.0,2002.0,111.0
8470229,Scott Dobben,F,19.0,OHL,68.0,31.0,32.0,63.0,2002.0,113.0
8470296,John Laliberte,F,19.0,EJHL,35.0,39.0,44.0,83.0,2002.0,114.0
8470128,Mark Rooneem,F,19.0,WHL,69.0,18.0,23.0,41.0,2002.0,115.0
8470123,Cam Janssen,F,18.0,OHL,64.0,5.0,17.0,22.0,2002.0,117.0
8470161,Jekabs Redlihs,D,20.0,EJHL,38.0,3.0,16.0,19.0,2002.0,119.0
8470161,Jekabs Redlihs,D,20.0,WJC-C,4.0,0.0,2.0,2.0,2002.0,119.0
8470129,Robin Jonsson,D,18.0,Sweden-2,55.0,3.0,4.0,7.0,2002.0,120.0
8470129,Robin Jonsson,D,18.0,Sweden,1.0,0.0,0.0,0.0,2002.0,120.0
8470202,David Turon,D,18.0,CzRep-Jr.,41.0,5.0,11.0,16.0,2002.0,122.0
8470202,David Turon,D,18.0,CzRep,14.0,0.0,1.0,1.0,2002.0,122.0
8470272,Lane Manson,D,18.0,WHL,67.0,4.0,3.0,7.0,2002.0,124.0
8470271,Johan Bjork,D,18.0,Swe-Jr.,36.0,1.0,4.0,5.0,2002.0,125.0
8470271,Johan Bjork,D,18.0,WJ18-A,8.0,0.0,0.0,0.0,2002.0,125.0
8470073,Konstantin Baranov,F,20.0,Russia,5.0,0.0,0.0,0.0,2002.0,126.0
8470073,Konstantin Baranov,F,20.0,Russia,6.0,1.0,2.0,3.0,2002.0,126.0
8470073,Konstantin Baranov,F,20.0,Russia,20.0,2.0,4.0,6.0,2002.0,126.0
8470317,Nate Guenin,D,19.0,USHL,56.0,4.0,11.0,15.0,2002.0,127.0
8470244,Matt Ellison,F,18.0,BCHL,60.0,42.0,75.0,117.0,2002.0,128.0
8470104,Tom Gilbert,D,19.0,USHL,57.0,13.0,15.0,28.0,2002.0,129.0
8470260,Jan Kubista,F,18.0,CzRep-Jr.,48.0,12.0,12.0,24.0,2002.0,130.0
8470260,Jan Kubista,F,18.0,4-Nations,4.0,0.0,0.0,0.0,2002.0,130.0
8470260,Jan Kubista,F,18.0,WJ18-A,7.0,1.0,2.0,3.0,2002.0,130.0
8470048,Johan Berggren,D,18.0,Sweden-3,25.0,1.0,7.0,8.0,2002.0,131.0
8470113,John Zeiler,F,19.0,USHL,60.0,23.0,27.0,50.0,2002.0,132.0
8470030,Lasse Pirjeta,F,28.0,Finland,55.0,15.0,26.0,41.0,2002.0,133.0
8470030,Lasse Pirjeta,F,28.0,WC-A,7.0,0.0,0.0,0.0,2002.0,133.0
8470286,Topi Jaakola,D,18.0,Fin-Jr.,3.0,0.0,0.0,0.0,2002.0,134.0
8470286,Topi Jaakola,D,18.0,Finland,44.0,0.0,4.0,4.0,2002.0,134.0
8470286,Topi Jaakola,D,18.0,WJC-A,6.0,0.0,0.0,0.0,2002.0,134.0
8469733,Cam Paddock,F,19.0,WHL,72.0,38.0,35.0,73.0,2002.0,137.0
8470106,Patrick Jarrett,F,18.0,OHL,20.0,3.0,10.0,13.0,2002.0,138.0
8470106,Patrick Jarrett,F,18.0,OHL,27.0,3.0,14.0,17.0,2002.0,138.0
8470197,Emanuel Peter,F,18.0,Swiss,39.0,1.0,7.0,8.0,2002.0,142.0
8470197,Emanuel Peter,F,18.0,Swiss-Jr.,4.0,1.0,2.0,3.0,2002.0,142.0
8470197,Emanuel Peter,F,18.0,WJC-A,7.0,0.0,0.0,0.0,2002.0,142.0
8470197,Emanuel Peter,F,18.0,CzRep-3,18.0,2.0,10.0,12.0,2002.0,142.0
8470197,Emanuel Peter,F,18.0,4-Nations,3.0,1.0,1.0,2.0,2002.0,142.0
8470094,Victor Bobrov,F,18.0,Russia-3,36.0,11.0,16.0,27.0,2002.0,146.0
8470284,David Bararuk,F,19.0,WHL,72.0,33.0,29.0,62.0,2002.0,147.0
8470218,Marcus Paulsson,F,18.0,Sweden-2,41.0,0.0,1.0,1.0,2002.0,149.0
8470218,Marcus Paulsson,F,18.0,Vik-Cup,6.0,1.0,2.0,3.0,2002.0,149.0
8470218,Marcus Paulsson,F,18.0,3-Nations,4.0,1.0,0.0,1.0,2002.0,149.0
8470218,Marcus Paulsson,F,18.0,5-Nations,4.0,0.0,1.0,1.0,2002.0,149.0
8470218,Marcus Paulsson,F,18.0,WJ18-A,6.0,1.0,1.0,2.0,2002.0,149.0
8470142,Brock Hooton,F,19.0,BCHL,60.0,34.0,50.0,84.0,2002.0,150.0
8470237,Krisjanis Redlihs,D,21.0,EEHL,32.0,0.0,2.0,2.0,2002.0,154.0
8470237,Krisjanis Redlihs,D,21.0,Latvia,13.0,0.0,6.0,6.0,2002.0,154.0
8470237,Krisjanis Redlihs,D,21.0,WC-A,6.0,0.0,1.0,1.0,2002.0,154.0
8470111,Armands Berzins,F,18.0,QMJHL,63.0,17.0,18.0,35.0,2002.0,155.0
8470111,Armands Berzins,F,18.0,WJC-B,4.0,5.0,3.0,8.0,2002.0,155.0
8470222,James Wisniewski,D,18.0,OHL,62.0,11.0,25.0,36.0,2002.0,156.0
8470222,James Wisniewski,D,18.0,WJ18-A,3.0,1.0,2.0,3.0,2002.0,156.0
8470175,Joel Andresen,D,19.0,AJHL,53.0,9.0,19.0,28.0,2002.0,157.0
8470198,Vince Bellissimo,F,19.0,USHL,61.0,37.0,39.0,76.0,2002.0,158.0
8470045,Justin Maiser,F,19.0,NCAA,36.0,8.0,14.0,22.0,2002.0,165.0
8470270,Brad Schell,F,18.0,WHL,70.0,20.0,36.0,56.0,2002.0,167.0
8470038,Tim Konsorada,F,18.0,WHL,71.0,17.0,28.0,45.0,2002.0,168.0
8470182,Jeremy Swanson,D,18.0,OHL,67.0,8.0,16.0,24.0,2002.0,169.0
8470276,P.j. Atherton,D,20.0,USHL,51.0,7.0,22.0,29.0,2002.0,170.0
8470240,Luke Fritshaw,D,18.0,WHL,64.0,0.0,17.0,17.0,2002.0,173.0
8470165,Matt Foy,F,19.0,NCAA,31.0,7.0,17.0,24.0,2002.0,175.0
8470135,Jake Taylor,D,19.0,USHL,56.0,1.0,2.0,3.0,2002.0,177.0
8470099,Kirill Sidorenko,F,19.0,Russia-2,50.0,11.0,6.0,17.0,2002.0,180.0
8470247,Mikko Luoma,D,26.0,Finland,56.0,11.0,18.0,29.0,2002.0,181.0
8470301,Andre Deveaux,F,18.0,OHL,64.0,8.0,13.0,21.0,2002.0,182.0
8470085,Paul Ranger,D,18.0,OHL,62.0,0.0,9.0,9.0,2002.0,183.0
8470185,Jaroslav Balastik,F,22.0,CzRep,50.0,25.0,19.0,44.0,2002.0,184.0
8470173,Ryan Murphy,F,19.0,NCAA,35.0,7.0,7.0,14.0,2002.0,185.0
8470092,Kevin Kantee,D,18.0,Fin-U18,1.0,2.0,0.0,2.0,2002.0,188.0
8470092,Kevin Kantee,D,18.0,Fin-Jr.,34.0,2.0,7.0,9.0,2002.0,188.0
8470092,Kevin Kantee,D,18.0,WJ18-A,8.0,1.0,3.0,4.0,2002.0,188.0
8470273,Ian White,D,18.0,WHL,70.0,32.0,47.0,79.0,2002.0,191.0
8470210,Nikita Korovkin,D,18.0,WHL,72.0,4.0,23.0,27.0,2002.0,192.0
8470205,Kim Hirschovits,F,20.0,USHL,6.0,2.0,2.0,4.0,2002.0,194.0
8470205,Kim Hirschovits,F,20.0,Fin-Jr.,5.0,4.0,7.0,11.0,2002.0,194.0
8470205,Kim Hirschovits,F,20.0,Finland-2,3.0,1.0,2.0,3.0,2002.0,194.0
8470205,Kim Hirschovits,F,20.0,Finland,45.0,6.0,10.0,16.0,2002.0,194.0
8470205,Kim Hirschovits,F,20.0,WJC-A,7.0,0.0,1.0,1.0,2002.0,194.0
8470070,Taylor Christie,D,19.0,CCHA,37.0,0.0,2.0,2.0,2002.0,195.0
8470288,James Cuddihy,F,18.0,QMJHL,56.0,9.0,18.0,27.0,2002.0,197.0
8470136,Nathan Oystrick,D,19.0,BCHL,50.0,15.0,42.0,57.0,2002.0,198.0
8470203,Greg Mauldin,F,20.0,NCAA,33.0,12.0,12.0,24.0,2002.0,199.0
8470221,Denis Yachmenev,F,18.0,OHL,65.0,17.0,12.0,29.0,2002.0,200.0
8470040,Mathieu Brunelle,F,19.0,QMJHL,72.0,43.0,64.0,107.0,2002.0,201.0
8470049,Patrik Bartschi,F,18.0,Swiss-Jr.,9.0,10.0,7.0,17.0,2002.0,202.0
8470049,Patrik Bartschi,F,18.0,Swiss,24.0,4.0,4.0,8.0,2002.0,202.0
8470049,Patrik Bartschi,F,18.0,WJC-A,7.0,2.0,2.0,4.0,2002.0,202.0
8470049,Patrik Bartschi,F,18.0,WJ18-A,8.0,5.0,4.0,9.0,2002.0,202.0
8470155,Josh Morrow,D,19.0,WHL,46.0,4.0,15.0,19.0,2002.0,203.0
8470155,Josh Morrow,D,19.0,WHL,30.0,6.0,12.0,18.0,2002.0,203.0
8470312,Niklas Eckerblom,F,18.0,Swe-U18,5.0,9.0,2.0,11.0,2002.0,204.0
8470312,Niklas Eckerblom,F,18.0,Swe-Jr.,1.0,0.0,0.0,0.0,2002.0,204.0
8470312,Niklas Eckerblom,F,18.0,WJ18-A,9.0,1.0,1.0,2.0,2002.0,204.0
8470178,Pierre Johnsson,D,18.0,Swe-U18,2.0,1.0,0.0,1.0,2002.0,207.0
8470178,Pierre Johnsson,D,18.0,Swe-Jr.,29.0,1.0,6.0,7.0,2002.0,207.0
8470103,Joni Lindlof,F,18.0,Fin-U18,2.0,3.0,1.0,4.0,2002.0,209.0
8470103,Joni Lindlof,F,18.0,Fin-Jr.,33.0,17.0,8.0,25.0,2002.0,209.0
8470103,Joni Lindlof,F,18.0,WJ18-A,8.0,1.0,2.0,3.0,2002.0,209.0
8470154,Bryan Hamm,D,18.0,OHL,39.0,1.0,1.0,2.0,2002.0,210.0
8469807,Jonathan Ferland,F,19.0,QMJHL,55.0,28.0,46.0,74.0,2002.0,212.0
8470234,Mikhail Lyubushin,D,19.0,Russia-3,20.0,3.0,6.0,9.0,2002.0,215.0
8470234,Mikhail Lyubushin,D,19.0,Russia-2,22.0,1.0,0.0,1.0,2002.0,215.0
8470234,Mikhail Lyubushin,D,19.0,Russia,13.0,0.0,1.0,1.0,2002.0,215.0
8470087,Ladislav Kouba,F,19.0,WHL,62.0,16.0,14.0,30.0,2002.0,216.0
8470101,Tim Conboy,D,20.0,USHL,14.0,1.0,6.0,7.0,2002.0,217.0
8470101,Tim Conboy,D,20.0,USHL,29.0,4.0,15.0,19.0,2002.0,217.0
8470225,Ilkka Pikkarainen,F,21.0,Finland,54.0,9.0,9.0,18.0,2002.0,218.0
8470109,Jonas Johnson,F,32.0,Sweden,50.0,14.0,31.0,45.0,2002.0,221.0
8470109,Jonas Johnson,F,32.0,WC-A,9.0,1.0,4.0,5.0,2002.0,221.0
8470080,Ilia Krikunov,F,18.0,Russia-3,5.0,3.0,6.0,9.0,2002.0,223.0
8470080,Ilia Krikunov,F,18.0,Russia-2,48.0,12.0,10.0,22.0,2002.0,223.0
8470080,Ilia Krikunov,F,18.0,WJ18-A,8.0,3.0,8.0,11.0,2002.0,223.0
8470107,Adam Taylor,F,18.0,WHL,72.0,11.0,23.0,34.0,2002.0,224.0
8470064,Steven Goertzen,F,18.0,WHL,66.0,6.0,9.0,15.0,2002.0,225.0
8470156,Joey Crabb,F,19.0,USHL,61.0,15.0,27.0,42.0,2002.0,226.0
8470061,Derek Meech,D,18.0,WHL,71.0,8.0,19.0,27.0,2002.0,229.0
8470275,Colton Fretter,F,20.0,OHA-B,52.0,51.0,53.0,104.0,2002.0,230.0
8470290,Jaroslav Kracik,F,19.0,CzRep-Jr.,39.0,14.0,35.0,49.0,2002.0,231.0
8470290,Jaroslav Kracik,F,19.0,CzRep-3,6.0,5.0,3.0,8.0,2002.0,231.0
8470290,Jaroslav Kracik,F,19.0,CzRep,4.0,0.0,1.0,1.0,2002.0,231.0
8470171,Max Talbot,F,18.0,QMJHL,65.0,24.0,36.0,60.0,2002.0,234.0
8470184,Tyler Boldt,D,18.0,WHL,62.0,5.0,14.0,19.0,2002.0,236.0
8470172,Christoph Brandner,F,27.0,Germany,50.0,30.0,25.0,55.0,2002.0,237.0
8470172,Christoph Brandner,F,27.0,Olympics,4.0,0.0,1.0,1.0,2002.0,237.0
8470172,Christoph Brandner,F,27.0,WC-A,6.0,1.0,4.0,5.0,2002.0,237.0
8470215,Jyri Marttinen,D,20.0,Fin-Jr.,5.0,0.0,2.0,2.0,2002.0,238.0
8470215,Jyri Marttinen,D,20.0,Finland,50.0,1.0,4.0,5.0,2002.0,238.0
8470215,Jyri Marttinen,D,20.0,WJC-A,7.0,1.0,2.0,3.0,2002.0,238.0
8470200,Ryan Lannon,D,19.0,NCAA,34.0,0.0,2.0,2.0,2002.0,239.0
8470072,Petr Prucha,F,20.0,CzRep-Jr.,28.0,38.0,28.0,66.0,2002.0,240.0
8470072,Petr Prucha,F,20.0,CzRep-2,8.0,6.0,4.0,10.0,2002.0,240.0
8470072,Petr Prucha,F,20.0,CzRep-Q,5.0,5.0,3.0,8.0,2002.0,240.0
8470072,Petr Prucha,F,20.0,CzRep,20.0,1.0,1.0,2.0,2002.0,240.0
8470072,Petr Prucha,F,20.0,WJC-A,7.0,1.0,0.0,1.0,2002.0,240.0
8470228,Igor Ignatushkin,F,18.0,Russia-3,6.0,2.0,3.0,5.0,2002.0,242.0
8470228,Igor Ignatushkin,F,18.0,Russia-2,46.0,1.0,4.0,5.0,2002.0,242.0
8470228,Igor Ignatushkin,F,18.0,WJ18-A,8.0,2.0,9.0,11.0,2002.0,242.0
8470235,Tuomas Mikkonen,F,19.0,Finland,12.0,1.0,2.0,3.0,2002.0,243.0
8470235,Tuomas Mikkonen,F,19.0,Fin-Jr.,17.0,5.0,9.0,14.0,2002.0,243.0
8470131,Dwight Helminen,F,19.0,CCHA,39.0,10.0,8.0,18.0,2002.0,244.0
8470217,Tomas Micka,F,19.0,CzRep-Jr.,46.0,12.0,16.0,28.0,2002.0,245.0
8470217,Tomas Micka,F,19.0,CzRep,1.0,0.0,0.0,0.0,2002.0,245.0
8470167,Tuukka Pulliainen,F,18.0,Fin-Jr.,3.0,0.0,2.0,2.0,2002.0,248.0
8470167,Tuukka Pulliainen,F,18.0,Finland-2,41.0,11.0,8.0,19.0,2002.0,248.0
8470167,Tuukka Pulliainen,F,18.0,WJ18-A,8.0,2.0,6.0,8.0,2002.0,248.0
8470282,Jarkko Immonen,F,20.0,Finland,44.0,0.0,2.0,2.0,2002.0,254.0
8470282,Jarkko Immonen,F,20.0,WJC-A,7.0,4.0,3.0,7.0,2002.0,254.0
8470076,Darren Reid,F,19.0,AJHL,31.0,9.0,12.0,21.0,2002.0,256.0
8470076,Darren Reid,F,19.0,WHL,37.0,8.0,9.0,17.0,2002.0,256.0
8470158,Pauli Levokari,D,24.0,Finland,29.0,3.0,5.0,8.0,2002.0,257.0
8470223,Yan Stastny,F,19.0,CCHA,33.0,6.0,11.0,17.0,2002.0,259.0
8470145,Pierre-Olivier Beaulieu,D,18.0,QMJHL,31.0,4.0,3.0,7.0,2002.0,260.0
8470145,Pierre-Olivier Beaulieu,D,18.0,QMJHL,31.0,0.0,4.0,4.0,2002.0,260.0
8470100,Francois Caron,D,18.0,QMJHL,68.0,3.0,17.0,20.0,2002.0,261.0
8470183,Christian Soderstrom,F,21.0,Sweden,48.0,8.0,8.0,16.0,2002.0,262.0
8470253,Sergei Mozyakin,F,21.0,Russia-2,54.0,34.0,30.0,64.0,2002.0,263.0
8470224,Steven Spencer,D,20.0,WHL,65.0,1.0,4.0,5.0,2002.0,266.0
8470081,Chris Petrow,D,18.0,OHL,29.0,1.0,5.0,6.0,2002.0,267.0
8470078,Mikhail Tyulyapkin,D,18.0,Russia-3,33.0,1.0,6.0,7.0,2002.0,268.0
8470078,Mikhail Tyulyapkin,D,18.0,Russia-3,1.0,0.0,0.0,0.0,2002.0,268.0
8470112,Mika Hannula,F,23.0,Sweden,41.0,10.0,7.0,17.0,2002.0,269.0
